cell,rawvalue,finPhase
6029,12.95,367
6030,12.9,367
6031,12.85,367
6032,12.8,367
6033,12.65,367
6034,12.65,367
6035,12.45,367
6036,12.1,367
6112,13.1,367
6113,13.2,367
6114,13.1,367
6115,12.7,367
6116,12.7,367
6117,12.85,367
6118,12.65,367
6119,12.7,367
6120,12.65,367
6121,12.45,367
6122,12.3,367
6196,13.1,367
6197,13.15,367
6198,12.65,367
6199,12.65,367
6200,12.65,367
6201,12.7,367
6202,12.65,367
6203,12.8,367
6204,12.7,367
6205,12.35,367
6274,13.05,367
6275,13.1,367
6276,13.1,367
6277,12.65,367
6278,12.65,367
6279,12.5,367
6280,12.65,367
6281,12.45,367
6355,13.05,367
6356,13.05,367
6357,12.7,367
6358,12.6,367
6359,12.5,367
6360,12.7,367
6361,12.65,367
6436,13.1,367
6437,12.65,367
6438,12.65,367
6439,12.55,367
6440,12.6,367
6441,12.6,367
6516,12.6,367
6517,12.9,367
6518,12.55,367
6519,12.6,367
6520,12.6,367
6521,12.5,367
6522,12.5,367
6600,12.85,367
6601,12.55,367
6602,12.55,367
6603,12.55,367
6604,12.5,367
6605,12.4,367
6683,12.65,367
6684,12.8,367
6685,12.45,367
6686,12.45,367
6687,12.45,367
6688,12.3,367
6767,12.9,367
6768,12.45,367
6769,12.4,367
6770,12.35,367
6853,12.3,367
6854,12.2,367
6855,12.25,367
6935,12.45,367
6936,12.3,367
6937,12.4,367
6938,12.3,367
7017,11.95,367
7018,12.45,367
7019,12.5,367
3689,11.05,367
3690,11.2,367
3811,11.2,367
3812,11.05,367
3813,11,367
3814,10.75,367
3933,11.15,367
3934,10.8,367
3935,10.6,367
3936,10.6,367
3937,10.55,367
3938,10.85,367
4052,11.3,367
4053,11.05,367
4054,10.7,367
4055,10.25,367
4056,10.05,367
4057,10.4,367
4058,10.55,367
4169,11.2,367
4170,11,367
4171,10.45,367
4172,10.5,367
4173,9.85,367
4174,10.25,367
4175,10.65,367
4284,11.45,367
4285,11.3,367
4286,11.2,367
4287,10.95,367
4288,10.65,367
4289,10.6,367
4290,10.5,367
4291,10.4,367
4292,10.95,367
4293,10.8,367
4399,11.65,367
4400,11.65,367
4401,11.45,367
4402,11.5,367
4403,11.2,367
4404,11.3,367
4405,11.1,367
4406,11.1,367
4407,10.85,367
4408,10.95,367
4409,11.05,367
4517,11.65,367
4518,11.75,367
4519,11.65,367
4520,11.55,367
4521,11.35,367
4522,11.2,367
4523,11.05,367
4524,10.95,367
4525,11,367
4526,10.9,367
4634,11.65,367
4635,11.55,367
4636,11.5,367
4637,11.5,367
4638,11.2,367
4639,11.2,367
4640,11.05,367
4641,10.85,367
4642,11.05,367
4643,11.25,367
4751,11.5,367
4752,11.5,367
4753,11.3,367
4754,11.15,367
4755,11.1,367
4756,10.95,367
4757,11,367
4758,11.15,367
4759,11.15,367
4867,11.45,367
4868,11.4,367
4869,11.3,367
4870,11.15,367
4871,11.1,367
4872,11.15,367
4873,10.95,367
4874,11.05,367
4875,11.05,367
4982,11.35,367
4983,11.4,367
4984,11.4,367
4985,11.3,367
4986,11,367
4987,10.85,367
4988,11.05,367
4989,11,367
4990,11.05,367
5095,11.7,367
5096,11.75,367
5097,11.7,367
5098,11.1,367
5099,11.05,367
5100,11.05,367
5101,10.85,367
5207,11.5,367
5208,11.6,367
5209,11.55,367
5210,11.7,367
5211,11.6,367
5313,11.9,367
5314,11.2,367
5315,11.4,367
5316,11.4,367
5415,10.75,367
5416,10.85,367
5510,10.1,367
5511,10.25,367
6386,7.199999999999999,367
6463,8.45,367
6464,8.25,367
6465,7.55,367
6466,7.05,367
6467,7.75,367
6468,7.75,367
6469,7.25,367
6470,7.6,367
6542,9.3,367
6543,9,367
6544,8.15,367
6545,7.45,367
6546,7,367
6547,7.6,367
6548,7.8,367
6549,7.449999999999999,367
6622,9.8,367
6623,9.7,367
6624,9.7,367
6625,9.15,367
6626,8,367
6627,7.4,367
6628,7.7,367
6629,7.85,367
6630,7.95,367
6631,7.8,367
6632,7.75,367
6703,10.15,367
6704,10.05,367
6705,9.8,367
6706,9.9,367
6707,9.8,367
6708,9.2,367
6709,8.45,367
6710,8.15,367
6711,8.5,367
6712,8.1,367
6713,8.05,367
6714,8.2,367
6715,8.1,367
6787,9.85,367
6788,10.05,367
6789,9.85,367
6790,9.55,367
6791,9.2,367
6792,9.05,367
6793,8.65,367
6794,8.65,367
6795,8.8,367
6796,8.2,367
6869,10.6,367
6870,11.05,367
6871,10.3,367
6872,9.95,367
6873,9.2,367
6874,9.4,367
6875,8.8,367
6876,8.8,367
6877,8.65,367
6878,8.850000000000001,367
6879,8.75,367
6951,10.7,367
6952,10.9,367
6953,11.4,367
6954,10.35,367
6955,9.5,367
6956,9.25,367
6957,8.95,367
6958,8.8,367
6959,9.15,367
6960,9.05,367
7033,11.4,367
7034,11.4,367
7035,11.1,367
7036,9.5,367
7037,8.9,367
7038,9.35,367
7039,9.2,367
7040,8.7,367
7041,8.45,367
7112,10.85,367
7113,9.75,367
7114,9.55,367
7115,9.25,367
7116,9.5,367
7117,9.55,367
7118,9.05,367
7193,11.45,367
7194,10.15,367
7195,9.8,367
7196,8.95,367
7197,8.8,367
2952,10.25,367
2953,9.9,367
3082,10.35,367
3083,10.05,367
3084,10.35,367
3085,10.25,367
3086,10.15,367
3087,9.8,367
3210,10.35,367
3211,10.4,367
3212,10.45,367
3213,10.2,367
3214,9.8,367
3215,9.6,367
3337,10.15,367
3338,10.05,367
3339,9.7,367
3340,9.7,367
3341,9.1,367
3342,8.85,367
3462,10.1,367
3463,9.9,367
3464,9.65,367
3465,9.65,367
3466,8.95,367
3467,8.85,367
3468,8.6,367
3586,10.05,367
3587,9.7,367
3588,9.55,367
3589,9,367
3590,8.95,367
3591,8.65,367
3592,8.65,367
3593,8.95,367
3594,8.75,367
3708,9.9,367
3709,9.95,367
3710,9.9,367
3711,9.1,367
3712,8.85,367
3713,8.75,367
3714,8.6,367
3715,8.75,367
3716,8.95,367
3717,8.7,367
3718,8.9,367
3719,9.2,367
3720,9.55,367
3829,10.15,367
3830,10.1,367
3831,9.8,367
3832,9.2,367
3833,8.9,367
3834,8.5,367
3835,8.55,367
3836,8.65,367
3837,9.05,367
3838,9,367
3839,9.1,367
3840,9.3,367
3951,9.75,367
3952,9.65,367
3953,9.65,367
3954,8.9,367
3955,8.75,367
3956,8.4,367
3957,8.2,367
3958,8.4,367
3959,8.8,367
3960,9.2,367
3961,9.3,367
3962,9.4,367
4071,9.6,367
4072,9.45,367
4073,9.5,367
4074,8.85,367
4075,8.5,367
4076,8.25,367
4077,8.3,367
4078,8.85,367
4079,9.1,367
4080,9.4,367
4081,9.4,367
4082,9.55,367
4083,9.6,367
4188,8.8,367
4189,9.6,367
4190,9.55,367
4191,9.45,367
4192,8.4,367
4193,8.5,367
4194,9.7,367
4195,9.25,367
4196,9.4,367
4197,9.5,367
4198,9.5,367
4199,9.5,367
4200,9.6,367
4306,9.25,367
4307,9.6,367
4308,9.5,367
4309,9.55,367
4310,9.15,367
4311,8.8,367
4312,9.45,367
4313,9.4,367
4314,9.5,367
4315,9.6,367
4316,9.6,367
4317,10.35,367
4422,9.35,367
4423,9.75,367
4424,9.65,367
4425,9.45,367
4426,9,367
4427,8.85,367
4428,10,367
4429,9.4,367
4430,9.5,367
4431,9.6,367
4432,9.6,367
4539,9.75,367
4540,9.7,367
4541,9.45,367
4542,8.85,367
4543,9.7,367
4544,9.35,367
4545,9.5,367
4546,9.6,367
4547,9.7,367
4658,9.15,367
4659,9.15,367
4660,9.25,367
4661,9.6,367
4662,9.6,367
4663,9.65,367
4664,9.6,367
4775,9.95,367
1311,11.95,367
1413,11.6,367
1414,11.6,367
1415,11.85,367
1416,11.8,367
1417,11.95,367
1521,11.7,367
1522,11.45,367
1523,11.55,367
1524,11.6,367
1525,11.6,367
1526,11.75,367
1527,11.85,367
1631,11.3,367
1632,11.3,367
1633,11.3,367
1634,11.4,367
1635,11.55,367
1636,11.65,367
1637,11.65,367
1638,12.2,367
1748,10.9,367
1749,10.95,367
1750,10.85,367
1751,10.8,367
1752,11.4,367
1753,11.3,367
1754,11.5,367
1755,11.7,367
1758,11.55,367
1759,11.8,367
1760,11.85,367
1872,10.75,367
1873,10.45,367
1874,10.4,367
1875,10.45,367
1876,10.95,367
1877,10.7,367
1878,10.95,367
1879,11.4,367
1880,11.85,367
1881,11.7,367
1882,11.5,367
1883,11.55,367
1884,11.9,367
1885,11.7,367
1886,11.7,367
1995,10.9,367
1996,10.9,367
1997,10.3,367
1998,10.3,367
1999,10.45,367
2000,10.45,367
2001,10.8,367
2002,10.95,367
2003,11.4,367
2004,11.8,367
2005,11.55,367
2006,11.55,367
2007,11.55,367
2008,11.5,367
2009,11.65,367
2010,11.7,367
2117,11.45,367
2118,10.95,367
2119,10.4,367
2120,10.55,367
2121,10.55,367
2122,10.55,367
2123,10.45,367
2124,10.6,367
2125,10.85,367
2126,11.1,367
2127,11.35,367
2128,11.65,367
2129,11.55,367
2130,11.45,367
2131,11.85,367
2239,11.55,367
2240,10.8,367
2241,10.65,367
2242,10.9,367
2243,10.8,367
2244,10.45,367
2245,10.7,367
2246,10.6,367
2247,10.85,367
2248,10.5,367
2249,10.85,367
2250,11.2,367
2251,11.45,367
2252,11.55,367
2253,11.65,367
2362,10.6,367
2363,10.65,367
2364,10.7,367
2366,11.05,367
2367,11.1,367
2368,10.95,367
2369,10.85,367
2370,10.85,367
2371,10.75,367
2372,11.15,367
2373,11.35,367
2495,11.35,367
2496,11.3,367
2497,11.15,367
2499,11.4,367
2626,11.65,367
5598,10.8,367
5599,11,367
5600,10.95,367
5601,10.7,367
5602,10.7,367
5603,10.4,367
5604,10.1,367
5605,9.9,367
5690,10.4,367
5691,10.7,367
5692,10.5,367
5693,10.7,367
5694,10.4,367
5695,10.1,367
5696,10.3,367
5697,9.8,367
5698,9.95,367
5699,9.7,367
5782,10.45,367
5783,10.2,367
5784,10.15,367
5785,9.75,367
5786,10.45,367
5787,9.65,367
5788,9.75,367
5789,9.9,367
5790,10.15,367
5791,10.05,367
5792,10.2,367
5872,10.25,367
5873,10.1,367
5874,9.7,367
5875,9.4,367
5876,9.95,367
5877,9.4,367
5878,9.8,367
5879,10,367
5880,9.8,367
5881,9.8,367
5963,9.9,367
5964,9.8,367
5965,9.35,367
5966,8.8,367
5967,9.25,367
5968,9.7,367
5969,9.15,367
5970,9.55,367
5971,9.15,367
5972,9.3,367
6053,9.4,367
6054,9.75,367
6055,9.45,367
6056,9.15,367
6057,8.9,367
6058,9.25,367
6059,9.05,367
6060,9,367
6061,8.65,367
6062,8.95,367
6139,10.15,367
6140,9.55,367
6141,9.2,367
6142,8.55,367
6143,8.9,367
6144,8.55,367
6145,9,367
6146,8.65,367
6147,8.5,367
6148,8.25,367
6223,9.55,367
6224,9.2,367
6225,8.2,367
6226,8.35,367
6227,8.25,367
6228,8.55,367
6229,8.3,367
6230,7.95,367
6304,8.149999999999999,367
6305,7.800000000000001,367
6306,7.55,367
6307,7.699999999999999,367
6308,7.800000000000001,367
6309,7.75,367
6385,7.6,367
6387,7.45,367
6388,7.25,367
6389,7.550000000000001,367
6452,10.7,367
6453,10.4,367
6531,11.1,367
6532,10.75,367
6533,10.5,367
6534,10.2,367
6535,10.05,367
6612,11.1,367
6613,11,367
6614,10.85,367
6615,10.75,367
6616,10.4,367
6617,10.4,367
6618,10.25,367
6694,11.65,367
6695,11.1,367
6696,11,367
6697,11,367
6698,11,367
6699,10.8,367
6700,10.65,367
6701,10.3,367
6702,10.2,367
6777,11.65,367
6778,11.1,367
6779,11.2,367
6780,11.2,367
6781,11.1,367
6782,10.95,367
6783,11,367
6784,10.6,367
6785,10.3,367
6786,10.15,367
6859,11.9,367
6860,11.7,367
6861,11.3,367
6862,11.3,367
6863,11,367
6864,11.05,367
6865,11,367
6866,11.25,367
6867,11.15,367
6868,10.85,367
6939,12,367
6940,11.95,367
6941,11.8,367
6942,11.55,367
6943,11.2,367
6944,11.2,367
6945,11.3,367
6946,11.25,367
6947,11.35,367
6948,11.25,367
6949,11.1,367
6950,10.8,367
7020,11.95,367
7021,11.8,367
7022,11.8,367
7023,11.7,367
7024,11.45,367
7025,11.45,367
7026,11.15,367
7027,11.2,367
7028,11.2,367
7029,11,367
7030,11,367
7031,11.1,367
7032,11,367
7099,11.95,367
7100,11.9,367
7101,11.9,367
7102,11.45,367
7103,11.25,367
7104,11.1,367
7105,11.05,367
7106,11.05,367
7107,10.9,367
7108,11.1,367
7109,11.5,367
7110,11.1,367
7111,10.95,367
7177,12.05,367
7178,12,367
7179,11.9,367
7180,11.55,367
7181,11.35,367
7182,11.2,367
7183,11.1,367
7184,11,367
7185,11,367
7186,11.15,367
7187,11.5,367
7188,11.25,367
7189,11,367
7190,10.8,367
7258,12.05,367
7259,11.95,367
7260,11.9,367
7261,11.65,367
7262,11.5,367
7263,11.45,367
7264,11.35,367
7265,11.1,367
7266,11.35,367
7267,11.6,367
7268,11.4,367
7269,11.1,367
7270,11.2,367
7271,11.05,367
7341,13,367
7342,12.9,367
7344,11.85,367
7345,11.75,367
7346,11.65,367
7347,11.55,367
7348,11.5,367
7349,11.7,367
7350,11.55,367
7351,11.5,367
7352,11.4,367
7353,11.5,367
7354,11.5,367
7427,11.55,367
7428,11.45,367
7429,11.55,367
7430,11.4,367
7431,11.4,367
7432,11.25,367
7433,11.35,367
7434,11.2,367
7435,11.5,367
7436,11.25,367
7511,11.5,367
7512,11.5,367
7513,11.5,367
7514,11.45,367
7515,11.35,367
7516,11.2,367
7517,11.1,367
7518,11,367
7519,11.1,367
7598,11.25,367
7599,11.1,367
7600,11.05,367
3731,10.25,367
3732,9.9,367
3733,10,367
3849,11,367
3850,10.3,367
3851,10.45,367
3852,10.5,367
3853,10.2,367
3854,10.05,367
3970,10.4,367
3971,10.35,367
3972,10.2,367
3973,10.1,367
3974,9.3,367
3975,9.5,367
3976,8.75,367
4088,10.3,367
4089,10.1,367
4090,10.1,367
4091,9.75,367
4092,9.75,367
4093,9.2,367
4094,8.75,367
4095,8.7,367
4096,8.75,367
4203,10.75,367
4204,10.65,367
4205,10.35,367
4206,9.95,367
4207,9.95,367
4208,9.55,367
4209,8.9,367
4210,8.2,367
4211,8.45,367
4212,8.25,367
4213,7.449999999999999,367
4321,10.55,367
4322,10.45,367
4323,9.85,367
4324,9.25,367
4325,8.85,367
4326,8.25,367
4327,7.800000000000001,367
4328,7.75,367
4329,6.949999999999999,367
4437,10.25,367
4438,10.1,367
4439,9.75,367
4440,9.55,367
4441,8.35,367
4442,7.6,367
4443,7.35,367
4444,6.800000000000001,367
4553,10.05,367
4554,9.95,367
4555,9,367
4556,8.45,367
4557,8.25,367
4558,6.85,367
4559,7.05,367
4560,6.6,367
4671,9,367
4672,8.15,367
4673,7.8,367
4674,7.550000000000001,367
4675,6.9,367
4788,7.75,367
4789,7.4,367
4790,7.25,367
4791,6.4,367
4905,7.05,367
4906,6.699999999999999,367
4907,5.85,367
5021,6.300000000000001,367
5022,6,367
5133,5.55,367
6904,10.4,367
6905,9.6,367
6906,9,367
6907,8.75,367
6986,9.9,367
6987,9.55,367
6988,9.1,367
6989,8.7,367
7067,9.7,367
7068,9.85,367
7069,9.5,367
7070,9.3,367
7146,9.75,367
7147,9.7,367
7148,9.55,367
7149,8.3,367
7150,8.15,367
7151,6.9,367
7225,9.85,367
7226,9.65,367
7227,9.05,367
7228,7.75,367
7229,7,367
7230,6.550000000000001,367
7306,9.9,367
7307,9.5,367
7308,7.85,367
7309,6.65,367
7310,5.3,367
7311,5.6,367
7389,9.85,367
7390,9.2,367
7391,7.949999999999999,367
7392,7.65,367
7393,7,367
7394,6.1,367
7471,10,367
7472,9.75,367
7473,9.15,367
7474,8.2,367
7475,8,367
7476,8.15,367
7477,7.25,367
7478,4.75,367
7479,4.6,367
7555,9.65,367
7556,9,367
7557,9.05,367
7558,8.55,367
7559,8.100000000000001,367
7560,7.4,367
7561,8.05,367
7562,6.75,367
7563,5.65,367
7564,5.3,367
7637,9.2,367
7638,9.2,367
7639,8.7,367
7640,8.2,367
7641,6.65,367
7642,7.199999999999999,367
7643,6.65,367
7644,7.05,367
7645,5.449999999999999,367
7719,9.4,367
7720,9.05,367
7721,8.45,367
7722,8,367
7723,7.5,367
7724,7.300000000000001,367
7725,6.45,367
7726,6.45,367
7727,5.050000000000001,367
7800,9.35,367
7801,9,367
7802,8.649999999999999,367
7803,9,367
7804,7.65,367
7805,7.4,367
7806,7.1,367
7807,7.55,367
7882,9.4,367
7883,9.2,367
7884,9.15,367
7886,8.65,367
7887,8.9,367
7888,8.1,367
7889,7.7,367
7965,9.45,367
7966,9.3,367
7967,9.3,367
7969,9.45,367
7970,8.3,367
7971,8.45,367
7972,7.75,367
7973,7.300000000000001,367
7974,7,367
8052,9.3,367
8055,9.1,367
8056,8.399999999999999,367
8057,7.300000000000001,367
8058,7.300000000000001,367
8059,7.050000000000001,367
8149,7,367
8150,7.35,367
720,11.5,367
798,10.95,367
799,10.95,367
800,10.6,367
801,10.55,367
802,10.95,367
807,10.15,367
808,9.55,367
809,9.6,367
882,10.55,367
883,10.7,367
884,10.85,367
885,10.55,367
886,10.1,367
889,10.7,367
890,10.2,367
891,9.7,367
892,9.75,367
893,9.9,367
894,10,367
968,10.75,367
969,10.6,367
970,10.9,367
971,10.95,367
972,10.75,367
973,10.8,367
974,10.2,367
975,10.5,367
976,10.6,367
977,10.25,367
978,9.85,367
979,9.9,367
980,10.1,367
1055,10.65,367
1056,10.5,367
1057,10.7,367
1058,10.95,367
1059,10.8,367
1060,10.75,367
1061,10.8,367
1062,10.35,367
1063,10.3,367
1064,10.45,367
1065,9.65,367
1066,9.95,367
1144,10.5,367
1145,10.6,367
1146,10.75,367
1147,10.85,367
1148,10.75,367
1149,10.8,367
1150,10.9,367
1151,11.05,367
1152,10.15,367
1153,10.2,367
1154,10.2,367
1155,10.1,367
1234,10.5,367
1235,10.5,367
1236,10.6,367
1237,10.7,367
1238,10.7,367
1239,10.8,367
1240,10.9,367
1241,10.9,367
1242,10.2,367
1243,10.1,367
1334,10.3,367
1335,10.35,367
1336,10.4,367
1337,10.55,367
1338,10.6,367
1339,10.75,367
1340,10.8,367
1341,10.8,367
1342,10.8,367
1343,10.2,367
1439,10.25,367
1440,10.4,367
1441,10.45,367
1442,10.55,367
1443,10.7,367
1444,10.75,367
1445,10.8,367
1446,11.05,367
1549,10.3,367
1550,10.5,367
1551,10.55,367
1552,10.65,367
1553,10.75,367
1554,10.9,367
1665,10.5,367
1666,10.4,367
1667,10.55,367
1447,10.9,367
1555,11,367
1556,11,367
1668,10.65,367
1669,10.75,367
1670,10.9,367
1671,11,367
1672,10.85,367
1789,10.4,367
1790,10.5,367
1791,10.5,367
1792,10.55,367
1793,10.75,367
1794,10.9,367
1795,10.95,367
1913,10,367
1914,10.2,367
1915,10.35,367
1916,10.4,367
1917,10.5,367
1918,10.6,367
1919,10.9,367
1920,10.85,367
2037,10.15,367
2038,10.35,367
2039,10.15,367
2040,10.15,367
2041,10.5,367
2042,10.75,367
2043,10.85,367
2044,10.75,367
2159,10.3,367
2160,10.4,367
2161,10.7,367
2162,10.5,367
2163,10.65,367
2164,10.75,367
2165,10.75,367
2166,10.75,367
2281,10.25,367
2282,10.2,367
2283,10.35,367
2284,10.6,367
2285,10.75,367
2286,10.8,367
2287,10.75,367
2288,10.75,367
2289,10.75,367
2290,10.3,367
2402,10.65,367
2403,10.05,367
2404,10.45,367
2405,10.8,367
2406,10.65,367
2407,10.75,367
2408,10.75,367
2409,10.75,367
2410,10.75,367
2411,10.8,367
2412,10.85,367
2529,10.4,367
2530,10.25,367
2531,10.65,367
2532,10.9,367
2533,10.8,367
2534,10.85,367
2535,10.8,367
2536,10.8,367
2537,10.85,367
2538,10.85,367
2539,10.85,367
2659,10.25,367
2660,10.5,367
2661,10.85,367
2662,10.9,367
2663,10.55,367
2664,10.85,367
2665,10.85,367
2666,10.75,367
2667,10.75,367
2668,10.9,367
2788,10.95,367
2789,11,367
2790,10.7,367
2791,10.75,367
2792,10.8,367
2793,10.75,367
2794,10.85,367
2795,11,367
2920,11.1,367
2921,10.85,367
2922,10.75,367
2923,10.55,367
1513,12.15,367
1514,12.2,367
1515,12.15,367
1516,12.05,367
1517,12.1,367
1519,11.85,367
1520,11.85,367
1621,12.05,367
1622,12.1,367
1623,11.95,367
1624,11.95,367
1625,11.8,367
1626,11.7,367
1627,11.8,367
1628,11.85,367
1629,11.85,367
1630,11.65,367
1738,11.85,367
1739,11.85,367
1740,11.85,367
1741,11.8,367
1742,11.8,367
1743,11.7,367
1744,11.6,367
1745,11.55,367
1746,11.45,367
1747,11.2,367
1861,12,367
1862,11.9,367
1863,11.95,367
1864,12,367
1865,11.8,367
1866,11.6,367
1867,11.55,367
1868,11.2,367
1869,10.75,367
1870,10.85,367
1871,10.9,367
1984,12.6,367
1987,12.45,367
1988,12.45,367
1989,11.9,367
1990,11.25,367
1991,10.7,367
1992,10.6,367
1993,10.85,367
1994,11.35,367
2108,12.45,367
2109,12.4,367
2110,12.25,367
2111,12.1,367
2112,11.6,367
2113,11.5,367
2114,11.25,367
2115,11.4,367
2116,11.5,367
2232,12.05,367
2233,11.8,367
2234,12.1,367
2235,11.65,367
2236,11.55,367
2237,11.55,367
2238,11.55,367
2354,12.45,367
2355,11.95,367
2356,11.65,367
2357,11.55,367
2358,11.65,367
2359,11.55,367
2360,11.3,367
2478,12.35,367
2479,12.25,367
2480,12.2,367
2481,12,367
2482,11.7,367
2483,11.8,367
2484,11.6,367
2485,11.5,367
2486,11.3,367
2610,12.1,367
2611,11.85,367
2612,12,367
2613,12.1,367
2614,11.8,367
2615,11.55,367
2616,11.35,367
2737,12.5,367
2738,12.25,367
2739,12.35,367
2740,12.3,367
2741,11.95,367
2742,11.8,367
2743,11.85,367
2744,11.85,367
2745,11.85,367
2869,12.5,367
2871,12.5,367
2872,12.5,367
2873,12.2,367
2874,12.15,367
2875,12.15,367
2876,12.15,367
3006,12.5,367
3007,12.45,367
3008,12.3,367
9765,10.9,367
9766,6.25,367
9767,4.5,367
9790,9.3,367
9791,8.4,367
9792,7,367
9793,4.5,367
9806,11.5,367
9807,10.4,367
9808,10.25,367
9809,8.899999999999999,367
9810,7.85,367
9811,5.1,367
9818,11.6,367
9819,11.15,367
9820,9.6,367
9821,9.6,367
9822,7.25,367
9823,3.8,367
9829,10.85,367
9830,10.65,367
9831,8.399999999999999,367
9832,7.1,367
9833,5.15,367
9838,11.1,367
9839,11.15,367
9840,11.2,367
9841,9.7,367
9842,7.1,367
9843,7.45,367
9844,5.1,367
9849,10.85,367
9850,9.45,367
9851,9.85,367
9852,5.75,367
9853,4.75,367
9854,11.1,367
9857,10.3,367
9858,11.1,367
9859,7.9,367
9860,7.3,367
9861,7.1,367
9862,9.15,367
9864,11.5,367
9865,11.5,367
9866,10.7,367
9867,10.15,367
9868,9.45,367
9869,7.949999999999999,367
9870,12.05,367
9871,13.4,367
9872,11.5,367
9873,10.95,367
9874,10.75,367
9875,9.55,367
9876,9.5,367
9877,13.3,367
9878,11.4,367
9879,11.1,367
9880,10.85,367
9881,9.05,367
9882,12.6,367
9883,13.05,367
9885,12.95,367
9886,13.1,367
9887,12.65,367
9888,13.1,367
9890,12.95,367
9352,13.65,367
9409,13.35,367
9410,13.1,367
9461,13.85,367
9462,11.25,367
9506,14.75,367
9507,10.9,367
9549,14.35,367
9550,14.55,367
9551,14.85,367
9552,12.45,367
9594,14.05,367
9595,11.3,367
9596,14.15,367
9597,12.35,367
9635,14.7,367
9636,13.4,367
9637,11.25,367
9638,11.35,367
9639,9.55,367
9640,9.95,367
9641,9.65,367
9642,13.25,367
9676,14,367
9677,14.05,367
9678,9.8,367
9679,5.65,367
9680,7.6,367
9681,9.6,367
9682,8.9,367
9683,9,367
9684,12.1,367
9708,14,367
9709,10.65,367
9710,4.65,367
9711,4.6,367
9712,5.5,367
9713,9.4,367
9714,7.800000000000001,367
9715,8.35,367
9716,10,367
9736,12.45,367
9737,8.05,367
9738,4.699999999999999,367
9739,4.6,367
9740,5.6,367
9741,8.15,367
9742,6.95,367
9743,6.7,367
9744,9.2,367
9768,4.5,367
9769,4.75,367
9770,7.4,367
9771,9.2,367
9772,8.2,367
9773,10.45,367
9794,3.35,367
9795,6.3,367
9796,8.75,367
9797,10.9,367
9798,12.5,367
9812,5.1,367
9813,6.7,367
9814,11.15,367
9815,12.55,367
9816,12.85,367
9824,5.5,367
9825,11.6,367
9826,12.7,367
9834,5.35,367
9835,10.7,367
9845,10.4,367
